module,key,zh-TW,en-US,en-GB,zh-CN,ja-JP,ko-KR,ar-SA,de-DE,fr-FR,es-ES,pt-BR,pt-PT,ru-RU,it-IT,nl-NL,sv-SE,da-DK,fi-FI,no-NO,pl-PL,cs-CZ,hu-HU,ro-RO,tr-TR,uk-UA,he-IL,fa-IR,ur-PK,hi-IN,id-ID,vi-VN,th-TH,bn-BD
claim,title,關於領紅包,關於領紅包,About Claiming,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包,⟪TODO⟫ zh-TW: 關於領紅包
privacy,content.changes,"我們可能不時更新本隱私權條款。重大變更會透過以下方式通知：
• 網站公告
• 電子郵件通知
• 應用程式內通知
• 繼續使用服務即表示接受更新條款",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.children_privacy,我們不會故意蒐集 13 歲以下兒童的個人資料。如果發現此類資料，我們會立即刪除。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.contact,"如有任何隱私相關問題，請聯絡我們：
• 電子郵件：privacy@moonpacket.com
• Telegram：@MoonPackageDevBot
• 我們會在 30 天內回覆您的詢問",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.cookies,"我們使用 Cookie 和類似技術：
• 必要 Cookie：維持服務功能
• 分析 Cookie：了解使用情況
• 偏好 Cookie：記住您的設定
• 您可以透過瀏覽器設定管理 Cookie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.data_collection,"我們蒐集的資料類型：
• 基本資料：Telegram ID、用戶名、頭像
• 聯絡資料：電子郵件地址（如提供）
• 交易資料：紅包領取記錄、提現記錄
• 技術資料：IP 地址、設備資訊、瀏覽器類型
• 使用資料：活動參與記錄、偏好設定",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.data_security,"我們採取以下安全措施保護您的資料：
• 加密傳輸和儲存
• 定期安全審計
• 存取控制和權限管理
• 員工隱私培訓
• 事件回應計劃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.data_sharing,"我們不會出售您的個人資料。我們可能與以下第三方分享資料：
• 服務提供商（如雲端儲存、分析工具）
• 法律要求時與執法機關
• 經您同意的其他情況",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.data_usage,"我們使用您的資料用於：
• 提供和改善我們的服務
• 處理紅包發放和領取
• 防止詐欺和濫用
• 提供客戶支援
• 遵守法律義務
• 進行數據分析以改善用戶體驗",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.definitions,"在本條款中：
• 「我們」、「我們的」指 moonpacket 團隊
• 「您」、「用戶」指使用我們服務的個人
• 「服務」指 moonpacket 提供的所有功能和服務
• 「個人資料」指可識別您身份的任何資訊",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.international_transfers,"您的資料可能被傳輸到其他國家。我們確保適當的保護措施，包括：
• 標準合約條款
• 充分性決定
• 其他適當的保護措施",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.intro,本隱私權條款說明 moonpacket 如何蒐集、使用、儲存和保護您的個人資料。我們重視您的隱私權，並承諾以透明、安全的方式處理您的資料。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.third_party,"我們可能使用第三方服務：
• 雲端儲存服務
• 分析工具
• 支付處理商
• 這些服務商有自己的隱私政策",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,content.user_rights,"您有權：
• 存取您的個人資料
• 更正不準確的資料
• 刪除您的資料
• 限制資料處理
• 資料可攜權
• 反對資料處理",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,owner,moonpacket 團隊,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket,moonpacket
privacy,sections.changes,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更,條款變更
privacy,sections.children_privacy,兒童隱私,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,sections.contact,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們,聯絡我們
privacy,sections.cookies,Cookie 政策,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies,Cookies
privacy,sections.data_collection,資料蒐集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集,資料收集
privacy,sections.data_security,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全,資料安全
privacy,sections.data_sharing,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享,資料分享
privacy,sections.data_usage,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用,資料使用
privacy,sections.definitions,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義,定義
privacy,sections.international_transfers,國際傳輸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,sections.intro,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介,簡介
privacy,sections.third_party,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務,第三方服務
privacy,sections.user_rights,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利,用戶權利
privacy,title,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）,moonpacket 隱私權條款（Privacy Policy）
privacy,updated,2025-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
privacy,version,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0,v1.0.0
send,faq.a1,把 moonpacket 機器人加入你的 Telegram 群組或頻道，並設為管理員。,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,把 moonpacket 機器人加入你的 Telegram 群組或頻道，並設為管理員。,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.,Add the moonpacket bot to your Telegram group or channel and grant admin permission.
send,faq.a10,"• 未領取的紅包會自動退回您的錢包
• 可在活動結束後 7 天內申請退款
• 退款手續費：1-3%（根據代幣類型）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a10_api,可以。moonpacket 會在用戶領取前，呼叫你提供的只讀 API 進行校驗。後台只需設定 api_url、api_key（可選擇設定允許的網域）。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a11,"可以，但建議：
• 同一群組最多 3 個活動同時進行
• 避免活動時間重疊
• 確保有足夠的資金支持",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a12,"• 提供專屬客服通道
• 24 小時內回應
• 完整的活動記錄可供查詢
• 必要時可暫停或終止活動",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a12_antibot_items,"行為頻率與設備/IP 檢測,帳號與錢包唯一綁定,提領驗證碼,AI 風控初審；必要時第三方生物認證 + 人臉 + 證件",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a13,"• 7x24 技術支援
• 詳細的 API 文檔
• 社群開發者支援
• 定期功能更新",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a13_records,請到你的個人首頁查看「我發送的紅包」，可見每場的領取人數、剩餘份數與消耗金額；若已啟用，亦可下載報表。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a14,"• 根據數據調整活動策略
• A/B 測試不同規則組合
• 參考成功案例
• 定期收集用戶反饋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a2,請先存入想要發放的資產（例如先存 10 USDT 做測試）。,"Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).",Deposit the asset you plan to distribute (e.g. top up 10 USDT for testing).,請先存入想要發放的資產（例如先存 10 USDT 做測試）。,"Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing).","Deposit the asset you plan to distribute (for example, top up 10 USDT for testing)."
send,faq.a3,在「發送目標」勾選已綁定的群/頻，可單群或多群同時投放。,"In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', tick your linked groups/channels. Single or multiple destinations are supported.",在「發送目標」勾選已綁定的群/頻，可單群或多群同時投放。,"In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once.","In 'Send target', select your linked groups/channels. You can send to one or multiple at once."
send,faq.a4,"• 分配方式：隨機、平均、指定金額
• 任務要求：關注頻道、加入群組、通關密語、外部任務
• 時間限制：活動開始/結束時間
• 參與限制：每人限領次數、地區限制等",,,支援隨機分配和平均分配兩種模式。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a5,"• 使用區塊鏈技術確保透明性
• 所有分配記錄可查詢
• 防作弊機制：IP檢測、設備指紋、行為分析
• 即時監控異常活動",,,每個 API 密鑰每分鐘最多 60 次調用。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a6,"已啟動的活動無法修改核心規則（如金額、份數），但可以調整：
• 任務要求
• 活動結束時間（延長）
• 參與限制",,,API 會返回詳細的錯誤碼和錯誤信息。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a7,"提供即時數據面板：
• 參與人數統計
• 領取完成率
• 用戶反饋分析
• 社群活躍度提升數據",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a8,"• 平台服務費：2-5%（根據活動規模調整）
• 區塊鏈手續費：由網路狀況決定
• 代幣兌換費：如有需要
• 詳細費用會在創建活動時顯示",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a9,"• 去中心化架構，無需託管資金
• 智能合約自動執行
• 多重簽名保護
• 24/7 安全監控",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.a9_passcode,玩家需在外部渠道取得密語，回到頁面正確輸入才可領取。常見做法：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.api_condition_title,條件宣告（無 user_id）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.api_logic_desc,moonpacket 會以「條件宣告」作為門檻，對照「使用者查詢」的實際值；符合即通過，不符則不可領。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.api_operators_desc,eq（可比對任何型別）、gt/lt/gte/lte（需數字）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.api_operators_label,運算子：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.api_response_label,回傳：,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.api_security_desc,使用只讀端點、啟用 api_key 與允許網域限制；若需跨網域建議以 Cloudflare Workers 中轉與限流。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.api_security_title,安全建議,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.api_user_query_title,使用者查詢（含 user_id）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.passcode_scenarios,"YouTube 長影片中拆分 6 位數字密語，鼓勵完整觀看。,X.com（Twitter） 貼文或 Threads 暗示密語，提升互動。,直播 僅在直播口播密語，引導到場。,私密/付費群 專屬密語，保障福利只給核心成員。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q1,如何開始？,How do I start?,How do I start?,如何開始？,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?,How do I start?
send,faq.q10,活動結束後如何處理剩餘資金？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q10_api,可以用自己的 API 決定誰有資格嗎？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q11,可以同時進行多個活動嗎？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q12,如何處理用戶投訴？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q12_antibot,如何防止作弊與批量機器？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q13,有技術支援嗎？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q13_records,到哪裡看我發送的紀錄與領取人數？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q14,如何優化活動效果？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q2,發送前需要先做什麼？,What should I prepare before sending?,What should I prepare before sending?,發送前需要先做什麼？,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?,What should I prepare before sending?
send,faq.q3,可以選擇要發到哪裡？,Where can I send to?,Where can I send to?,可以選擇要發到哪裡？,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?,Where can I send to?
send,faq.q4,可以設定哪些活動規則？,,,可以自定義分配方式嗎？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q5,如何確保活動公平性？,,,API 調用頻率有限制嗎？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q6,活動期間可以修改規則嗎？,,,如何處理錯誤？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q7,如何監控活動效果？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q8,手續費如何計算？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q9,如何確保資金安全？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.q9_passcode,什麼是通關密語？適合哪些場景？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.section_1,開始與設定,Getting Started,Getting Started,開始與設定,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started,Getting Started
send,faq.section_2,活動設計與規則,Sending,Sending,2) 發送流程,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending,Sending
send,faq.section_3,資金與安全,Technical,Technical,3) 技術問題,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical,Technical
send,faq.section_4,數據與分析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
send,faq.section_5,技術支援與維護,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
